Country,Date,Stock_Index,Index_Value,Daily_Change_Percent,Market_Cap_Trillion_USD,Bond_Yield_10Y_Percent,"('Country', '')","('Date', '')","('Stock_Index', '')","('Index_Value', '')","('Daily_Change_Percent', '')","('Market_Cap_Trillion_USD', '')","('Bond_Yield_10Y_Percent', '')"
United States,2024-08-15,S&P_500,5437.2,0.34,51.2,4.25,,,,,,,
China,2024-08-15,Shanghai_Composite,2891.6,-0.82,12.4,2.15,,,,,,,
Japan,2024-08-15,Nikkei_225,36789.1,1.24,6.8,0.89,,,,,,,
Germany,2024-08-15,DAX,18234.5,0.67,2.9,2.31,,,,,,,
United Kingdom,2024-08-15,FTSE_100,8156.3,-0.15,3.1,3.89,,,,,,,
France,2024-08-15,CAC_40,7389.2,0.28,3.0,2.95,,,,,,,
India,2024-08-15,Sensex,80456.7,0.89,4.3,7.04,,,,,,,
Canada,2024-08-15,TSX,22567.8,0.45,2.8,3.42,,,,,,,
Brazil,2024-08-15,Bovespa,129834.2,1.67,1.4,10.84,,,,,,,
Australia,2024-08-15,ASX_200,7923.4,0.22,1.8,4.07,,,,,,,
South Korea,2024-08-15,KOSPI,2634.5,-0.34,1.9,3.28,,,,,,,
Russia,2024-08-15,MOEX,2789.1,0.78,0.6,12.45,,,,,,,
Mexico,2024-08-15,IPC,55234.6,0.91,0.7,9.12,,,,,,,
Italy,2024-08-15,FTSE_MIB,33456.7,0.34,0.9,3.67,,,,,,,
Spain,2024-08-15,IBEX_35,11123.8,0.67,0.8,3.21,,,,,,,
Netherlands,2024-08-15,AEX,889.3,0.12,1.1,2.78,,,,,,,
Switzerland,2024-08-15,SMI,12234.5,0.28,1.8,0.68,,,,,,,
Sweden,2024-08-15,OMX_Stockholm,2567.8,0.45,0.7,2.34,,,,,,,
Norway,2024-08-15,OSE,1345.6,0.67,0.4,3.12,,,,,,,
Denmark,2024-08-15,OMXC_20,2234.5,0.23,0.4,2.45,,,,,,,
Singapore,2024-08-15,STI,3456.7,0.56,0.8,3.18,,,,,,,
Hong Kong,2024-08-15,Hang_Seng,17234.5,-1.23,4.2,3.89,,,,,,,
Taiwan,2024-08-15,TAIEX,22567.8,0.78,2.1,1.23,,,,,,,
Indonesia,2024-08-15,JCI,7234.5,0.45,0.7,7.12,,,,,,,
Thailand,2024-08-15,SET,1567.8,0.34,0.6,2.67,,,,,,,
Malaysia,2024-08-15,KLCI,1634.5,0.67,0.5,3.78,,,,,,,
Philippines,2024-08-15,PSE,6789.1,0.89,0.3,6.45,,,,,,,
Vietnam,2024-08-15,VN_Index,1234.5,1.23,0.3,2.89,,,,,,,
Turkey,2024-08-15,BIST_100,10567.8,2.34,0.3,28.45,,,,,,,
South Africa,2024-08-15,JSE,75234.6,0.78,0.4,11.78,,,,,,,
Egypt,2024-08-15,EGX_30,25678.9,1.45,0.03,19.45,,,,,,,
Nigeria,2024-08-15,NSE,98765.4,2.1,0.04,14.67,,,,,,,
Chile,2024-08-15,IPSA,5678.9,0.67,0.2,5.89,,,,,,,
Argentina,2024-08-15,Merval,1567890.2,3.45,0.05,89.45,,,,,,,
Colombia,2024-08-15,COLCAP,1234.5,0.89,0.1,12.34,,,,,,,
Peru,2024-08-15,Lima_General,23456.7,1.12,0.08,6.78,,,,,,,
UAE,2024-08-15,ADX,9876.5,0.34,0.7,4.12,,,,,,,
Saudi Arabia,2024-08-15,Tadawul,12345.6,0.56,2.8,4.23,,,,,,,
Israel,2024-08-15,TA_125,1987.3,-0.78,0.4,4.56,,,,,,,
,,,,,,,United States,2020-01-02,^GSPC,3257.85009765625,,,
,,,,,,,United States,2020-01-03,^GSPC,3234.85009765625,-0.7059870562045378,,
,,,,,,,United States,2020-01-06,^GSPC,3246.280029296875,0.35333728907271933,,
,,,,,,,United States,2020-01-07,^GSPC,3237.179931640625,-0.2803238652896223,,
,,,,,,,United States,2020-01-08,^GSPC,3253.050048828125,0.49024513689781557,,
,,,,,,,United States,2020-01-09,^GSPC,3274.699951171875,0.6655262605488987,,
,,,,,,,United States,2020-01-10,^GSPC,3265.35009765625,-0.2855178689662563,,
,,,,,,,United States,2020-01-13,^GSPC,3288.1298828125,0.6976215252569862,,
,,,,,,,United States,2020-01-14,^GSPC,3283.14990234375,-0.1514532772802224,,
,,,,,,,United States,2020-01-15,^GSPC,3289.2900390625,0.18701968845122874,,
,,,,,,,United States,2020-01-16,^GSPC,3316.81005859375,0.8366553026468271,,
,,,,,,,United States,2020-01-17,^GSPC,3329.6201171875,0.3862162248501333,,
,,,,,,,United States,2020-01-21,^GSPC,3320.7900390625,-0.26519776473655776,,
,,,,,,,United States,2020-01-22,^GSPC,3321.75,0.02890760711180551,,
,,,,,,,United States,2020-01-23,^GSPC,3325.5400390625,0.11409766124783616,,
,,,,,,,United States,2020-01-24,^GSPC,3295.469970703125,-0.9042160974207403,,
,,,,,,,United States,2020-01-27,^GSPC,3243.6298828125,-1.5730711659182384,,
,,,,,,,United States,2020-01-28,^GSPC,3276.239990234375,1.0053584595046017,,
,,,,,,,United States,2020-01-29,^GSPC,3273.39990234375,-0.08668741908683941,,
,,,,,,,United States,2020-01-30,^GSPC,3283.659912109375,0.3134358792605374,,
,,,,,,,United States,2020-01-31,^GSPC,3225.52001953125,-1.770582037552626,,
,,,,,,,United States,2020-02-03,^GSPC,3248.919921875,0.7254613892351713,,
,,,,,,,United States,2020-02-04,^GSPC,3297.590087890625,1.4980414164082134,,
,,,,,,,United States,2020-02-05,^GSPC,3334.68994140625,1.125059589785371,,
,,,,,,,United States,2020-02-06,^GSPC,3345.780029296875,0.3325672876785646,,
,,,,,,,United States,2020-02-07,^GSPC,3327.7099609375,-0.5400853672730133,,
,,,,,,,United States,2020-02-10,^GSPC,3352.090087890625,0.7326397804890528,,
,,,,,,,United States,2020-02-11,^GSPC,3357.75,0.16884725532351208,,
,,,,,,,United States,2020-02-12,^GSPC,3379.449951171875,0.6462646466197652,,
,,,,,,,United States,2020-02-13,^GSPC,3373.93994140625,-0.16304457368023773,,
,,,,,,,United States,2020-02-14,^GSPC,3380.159912109375,0.18435333204338544,,
,,,,,,,United States,2020-02-18,^GSPC,3370.2900390625,-0.2919942636890105,,
,,,,,,,United States,2020-02-19,^GSPC,3386.14990234375,0.4705785881164548,,
,,,,,,,United States,2020-02-20,^GSPC,3373.22998046875,-0.381551976362815,,
,,,,,,,United States,2020-02-21,^GSPC,3337.75,-1.051810302712286,,
,,,,,,,United States,2020-02-24,^GSPC,3225.889892578125,-3.351362667122315,,
,,,,,,,United States,2020-02-25,^GSPC,3128.2099609375,-3.0279995565056117,,
,,,,,,,United States,2020-02-26,^GSPC,3116.389892578125,-0.37785406053220116,,
,,,,,,,United States,2020-02-27,^GSPC,2978.760009765625,-4.416324258407911,,
,,,,,,,United States,2020-02-28,^GSPC,2954.219970703125,-0.8238340444361891,,
,,,,,,,United States,2020-03-02,^GSPC,3090.22998046875,4.603922900611002,,
,,,,,,,United States,2020-03-03,^GSPC,3003.3701171875,-2.8107896121075893,,
,,,,,,,United States,2020-03-04,^GSPC,3130.1201171875,4.220259077449118,,
,,,,,,,United States,2020-03-05,^GSPC,3023.93994140625,-3.3922077046888544,,
,,,,,,,United States,2020-03-06,^GSPC,2972.3701171875,-1.7053852000370129,,
,,,,,,,United States,2020-03-09,^GSPC,2746.56005859375,-7.5969697477450975,,
,,,,,,,United States,2020-03-10,^GSPC,2882.22998046875,4.939630628156144,,
,,,,,,,United States,2020-03-11,^GSPC,2741.3798828125,-4.886844513127397,,
,,,,,,,United States,2020-03-12,^GSPC,2480.639892578125,-9.511268097833659,,
,,,,,,,United States,2020-03-13,^GSPC,2711.02001953125,9.287124972971839,,
,,,,,,,United States,2020-03-16,^GSPC,2386.1298828125,-11.984055240393443,,
,,,,,,,United States,2020-03-17,^GSPC,2529.18994140625,5.995484974402432,,
,,,,,,,United States,2020-03-18,^GSPC,2398.10009765625,-5.1830762729157875,,
,,,,,,,United States,2020-03-19,^GSPC,2409.389892578125,0.47078080405855705,,
,,,,,,,United States,2020-03-20,^GSPC,2304.919921875,-4.335951230846192,,
,,,,,,,United States,2020-03-23,^GSPC,2237.39990234375,-2.929386782180443,,
,,,,,,,United States,2020-03-24,^GSPC,2447.330078125,9.382773976227554,,
,,,,,,,United States,2020-03-25,^GSPC,2475.56005859375,1.1535011448222,,
,,,,,,,United States,2020-03-26,^GSPC,2630.070068359375,6.2414163303876835,,
,,,,,,,United States,2020-03-27,^GSPC,2541.469970703125,-3.3687352562252526,,
,,,,,,,United States,2020-03-30,^GSPC,2626.64990234375,3.351600948370015,,
,,,,,,,United States,2020-03-31,^GSPC,2584.590087890625,-1.6012721914555605,,
,,,,,,,United States,2020-04-01,^GSPC,2470.5,-4.414243033166542,,
,,,,,,,United States,2020-04-02,^GSPC,2526.89990234375,2.282934723487151,,
,,,,,,,United States,2020-04-03,^GSPC,2488.64990234375,-1.5137125124949469,,
,,,,,,,United States,2020-04-06,^GSPC,2663.679931640625,7.033131865275055,,
,,,,,,,United States,2020-04-07,^GSPC,2659.409912109375,-0.16030527844311804,,
,,,,,,,United States,2020-04-08,^GSPC,2749.97998046875,3.405645287963033,,
,,,,,,,United States,2020-04-09,^GSPC,2789.820068359375,1.4487410153376512,,
,,,,,,,United States,2020-04-13,^GSPC,2761.6298828125,-1.0104660822607414,,
,,,,,,,United States,2020-04-14,^GSPC,2846.06005859375,3.0572589146256046,,
,,,,,,,United States,2020-04-15,^GSPC,2783.360107421875,-2.2030438529415775,,
,,,,,,,United States,2020-04-16,^GSPC,2799.550048828125,0.5816689462164515,,
,,,,,,,United States,2020-04-17,^GSPC,2874.56005859375,2.679359484822341,,
,,,,,,,United States,2020-04-20,^GSPC,2823.159912109375,-1.788104803401469,,
,,,,,,,United States,2020-04-21,^GSPC,2736.56005859375,-3.0674795694063395,,
,,,,,,,United States,2020-04-22,^GSPC,2799.31005859375,2.2930247703843776,,
,,,,,,,United States,2020-04-23,^GSPC,2797.800048828125,-0.053942211974311594,,
,,,,,,,United States,2020-04-24,^GSPC,2836.739990234375,1.3918057304545428,,
,,,,,,,United States,2020-04-27,^GSPC,2878.47998046875,1.4714069804799612,,
,,,,,,,United States,2020-04-28,^GSPC,2863.389892578125,-0.5242380698498916,,
,,,,,,,United States,2020-04-29,^GSPC,2939.510009765625,2.6583916282167053,,
,,,,,,,United States,2020-04-30,^GSPC,2912.429931640625,-0.9212446303987654,,
,,,,,,,United States,2020-05-01,^GSPC,2830.7099609375,-2.8059034078492195,,
,,,,,,,United States,2020-05-04,^GSPC,2842.739990234375,0.42498275919764517,,
,,,,,,,United States,2020-05-05,^GSPC,2868.43994140625,0.9040556385797371,,
,,,,,,,United States,2020-05-06,^GSPC,2848.419921875,-0.6979410390386298,,
,,,,,,,United States,2020-05-07,^GSPC,2881.18994140625,1.1504630788313985,,
,,,,,,,United States,2020-05-08,^GSPC,2929.800048828125,1.6871538638701944,,
,,,,,,,United States,2020-05-11,^GSPC,2930.18994140625,0.013307822091168653,,
,,,,,,,United States,2020-05-12,^GSPC,2870.1201171875,-2.0500317528877154,,
,,,,,,,United States,2020-05-13,^GSPC,2820.0,-1.7462724604228042,,
,,,,,,,United States,2020-05-14,^GSPC,2852.5,1.152482269503552,,
,,,,,,,United States,2020-05-15,^GSPC,2863.699951171875,0.39263632504382695,,
,,,,,,,United States,2020-05-18,^GSPC,2953.909912109375,3.1501191631680747,,
,,,,,,,United States,2020-05-19,^GSPC,2922.93994140625,-1.0484399194493177,,
,,,,,,,United States,2020-05-20,^GSPC,2971.610107421875,1.665110025908012,,
,,,,,,,United States,2020-05-21,^GSPC,2948.510009765625,-0.7773596407737116,,
,,,,,,,United States,2020-05-22,^GSPC,2955.449951171875,0.2353711326488428,,
,,,,,,,United States,2020-05-26,^GSPC,2991.77001953125,1.2289184036080147,,
,,,,,,,United States,2020-05-27,^GSPC,3036.1298828125,1.4827297215913804,,
,,,,,,,United States,2020-05-28,^GSPC,3029.72998046875,-0.21079145460738413,,
,,,,,,,United States,2020-05-29,^GSPC,3044.31005859375,0.48123358249714254,,
,,,,,,,United States,2020-06-01,^GSPC,3055.72998046875,0.3751234813537785,,
,,,,,,,United States,2020-06-02,^GSPC,3080.820068359375,0.8210832780053412,,
,,,,,,,United States,2020-06-03,^GSPC,3122.8701171875,1.3648979133831007,,
,,,,,,,United States,2020-06-04,^GSPC,3112.35009765625,-0.33687022311144066,,
,,,,,,,United States,2020-06-05,^GSPC,3193.929931640625,2.6211650818398713,,
,,,,,,,United States,2020-06-08,^GSPC,3232.389892578125,1.2041579421169235,,
,,,,,,,United States,2020-06-09,^GSPC,3207.179931640625,-0.7799170822611612,,
,,,,,,,United States,2020-06-10,^GSPC,3190.139892578125,-0.5313091072437381,,
,,,,,,,United States,2020-06-11,^GSPC,3002.10009765625,-5.894405927443824,,
,,,,,,,United States,2020-06-12,^GSPC,3041.31005859375,1.3060843963234703,,
,,,,,,,United States,2020-06-15,^GSPC,3066.590087890625,0.8312217041285264,,
,,,,,,,United States,2020-06-16,^GSPC,3124.739990234375,1.896239819380252,,
,,,,,,,United States,2020-06-17,^GSPC,3113.489990234375,-0.3600299556174025,,
,,,,,,,United States,2020-06-18,^GSPC,3115.340087890625,0.05942198825281686,,
,,,,,,,United States,2020-06-19,^GSPC,3097.739990234375,-0.5649494809462974,,
,,,,,,,United States,2020-06-22,^GSPC,3117.860107421875,0.6495095537691675,,
,,,,,,,United States,2020-06-23,^GSPC,3131.2900390625,0.4307419569164139,,
,,,,,,,United States,2020-06-24,^GSPC,3050.330078125,-2.585514593906457,,
,,,,,,,United States,2020-06-25,^GSPC,3083.760009765625,1.095944726780984,,
,,,,,,,United States,2020-06-26,^GSPC,3009.050048828125,-2.4226905044785974,,
,,,,,,,United States,2020-06-29,^GSPC,3053.239990234375,1.4685678433118632,,
,,,,,,,United States,2020-06-30,^GSPC,3100.2900390625,1.5409875731554612,,
,,,,,,,United States,2020-07-01,^GSPC,3115.860107421875,0.5022132820864389,,
,,,,,,,United States,2020-07-02,^GSPC,3130.010009765625,0.45412508443640753,,
,,,,,,,United States,2020-07-06,^GSPC,3179.719970703125,1.588172586745884,,
,,,,,,,United States,2020-07-07,^GSPC,3145.320068359375,-1.0818532028197159,,
,,,,,,,United States,2020-07-08,^GSPC,3169.93994140625,0.7827461915415501,,
,,,,,,,United States,2020-07-09,^GSPC,3152.050048828125,-0.5643606159361103,,
,,,,,,,United States,2020-07-10,^GSPC,3185.0400390625,1.046620127324438,,
,,,,,,,United States,2020-07-13,^GSPC,3155.219970703125,-0.9362541127788226,,
,,,,,,,United States,2020-07-14,^GSPC,3197.52001953125,1.3406370782667931,,
,,,,,,,United States,2020-07-15,^GSPC,3226.56005859375,0.9082050740923053,,
,,,,,,,United States,2020-07-16,^GSPC,3215.570068359375,-0.34061012455366413,,
,,,,,,,United States,2020-07-17,^GSPC,3224.72998046875,0.2848612194617406,,
,,,,,,,United States,2020-07-20,^GSPC,3251.840087890625,0.84069387471426,,
,,,,,,,United States,2020-07-21,^GSPC,3257.300048828125,0.16790373419135474,,
,,,,,,,United States,2020-07-22,^GSPC,3276.02001953125,0.5747082068739751,,
,,,,,,,United States,2020-07-23,^GSPC,3235.659912109375,-1.2319859824193036,,
,,,,,,,United States,2020-07-24,^GSPC,3215.6298828125,-0.6190400054688405,,
,,,,,,,United States,2020-07-27,^GSPC,3239.409912109375,0.7395138795039502,,
,,,,,,,United States,2020-07-28,^GSPC,3218.43994140625,-0.6473392152297919,,
,,,,,,,United States,2020-07-29,^GSPC,3258.43994140625,1.242838167815008,,
,,,,,,,United States,2020-07-30,^GSPC,3246.219970703125,-0.3750251937389204,,
,,,,,,,United States,2020-07-31,^GSPC,3271.1201171875,0.7670504990141325,,
,,,,,,,United States,2020-08-03,^GSPC,3294.610107421875,0.718102343932614,,
,,,,,,,United States,2020-08-04,^GSPC,3306.510009765625,0.36119303819721615,,
,,,,,,,United States,2020-08-05,^GSPC,3327.77001953125,0.6429743053199433,,
,,,,,,,United States,2020-08-06,^GSPC,3349.159912109375,0.642769555966427,,
,,,,,,,United States,2020-08-07,^GSPC,3351.280029296875,0.06330295486443038,,
,,,,,,,United States,2020-08-10,^GSPC,3360.469970703125,0.2742218294476073,,
,,,,,,,United States,2020-08-11,^GSPC,3333.68994140625,-0.7969132154236114,,
,,,,,,,United States,2020-08-12,^GSPC,3380.35009765625,1.3996549490237653,,
,,,,,,,United States,2020-08-13,^GSPC,3373.429931640625,-0.2047174350497949,,
,,,,,,,United States,2020-08-14,^GSPC,3372.85009765625,-0.017188262276812694,,
,,,,,,,United States,2020-08-17,^GSPC,3381.989990234375,0.2709842511078753,,
,,,,,,,United States,2020-08-18,^GSPC,3389.780029296875,0.2303389154016955,,
,,,,,,,United States,2020-08-19,^GSPC,3374.85009765625,-0.44043954214108005,,
,,,,,,,United States,2020-08-20,^GSPC,3385.510009765625,0.31586327691348615,,
,,,,,,,United States,2020-08-21,^GSPC,3397.159912109375,0.34411070444764214,,
,,,,,,,United States,2020-08-24,^GSPC,3431.280029296875,1.0043718303008653,,
,,,,,,,United States,2020-08-25,^GSPC,3443.6201171875,0.35963511532906,,
,,,,,,,United States,2020-08-26,^GSPC,3478.72998046875,1.0195626139483993,,
,,,,,,,United States,2020-08-27,^GSPC,3484.550048828125,0.16730440109038458,,
,,,,,,,United States,2020-08-28,^GSPC,3508.010009765625,0.673256535528588,,
,,,,,,,United States,2020-08-31,^GSPC,3500.31005859375,-0.21949627140287475,,
,,,,,,,United States,2020-09-01,^GSPC,3526.64990234375,0.7525003016613407,,
,,,,,,,United States,2020-09-02,^GSPC,3580.840087890625,1.5365910154807594,,
,,,,,,,United States,2020-09-03,^GSPC,3455.06005859375,-3.512584371534122,,
,,,,,,,United States,2020-09-04,^GSPC,3426.9599609375,-0.8133027264274895,,
,,,,,,,United States,2020-09-08,^GSPC,3331.840087890625,-2.7756342102361,,
,,,,,,,United States,2020-09-09,^GSPC,3398.9599609375,2.014498633677464,,
,,,,,,,United States,2020-09-10,^GSPC,3339.18994140625,-1.758479659017942,,
,,,,,,,United States,2020-09-11,^GSPC,3340.969970703125,0.053307219059406385,,
,,,,,,,United States,2020-09-14,^GSPC,3383.5400390625,1.2741829089357504,,
,,,,,,,United States,2020-09-15,^GSPC,3401.199951171875,0.5219359577689042,,
,,,,,,,United States,2020-09-16,^GSPC,3385.489990234375,-0.4618946596211537,,
,,,,,,,United States,2020-09-17,^GSPC,3357.010009765625,-0.8412365876402483,,
,,,,,,,United States,2020-09-18,^GSPC,3319.469970703125,-1.1182581807410497,,
,,,,,,,United States,2020-09-21,^GSPC,3281.06005859375,-1.1571097930805796,,
,,,,,,,United States,2020-09-22,^GSPC,3315.570068359375,1.0517945160813724,,
,,,,,,,United States,2020-09-23,^GSPC,3236.919921875,-2.3721455093028143,,
,,,,,,,United States,2020-09-24,^GSPC,3246.590087890625,0.29874591429570607,,
,,,,,,,United States,2020-09-25,^GSPC,3298.4599609375,1.59767237756141,,
,,,,,,,United States,2020-09-28,^GSPC,3351.60009765625,1.6110590199083896,,
,,,,,,,United States,2020-09-29,^GSPC,3335.469970703125,-0.48126645432444715,,
,,,,,,,United States,2020-09-30,^GSPC,3363.0,0.8253718228220741,,
,,,,,,,United States,2020-10-01,^GSPC,3380.800048828125,0.5292907769290922,,
,,,,,,,United States,2020-10-02,^GSPC,3348.419921875,-0.9577652178616392,,
,,,,,,,United States,2020-10-05,^GSPC,3408.60009765625,1.797270867614209,,
,,,,,,,United States,2020-10-06,^GSPC,3360.969970703125,-1.3973515692226712,,
,,,,,,,United States,2020-10-07,^GSPC,3419.43994140625,1.739675486921799,,
,,,,,,,United States,2020-10-08,^GSPC,3446.830078125,0.8010123642494982,,
,,,,,,,United States,2020-10-09,^GSPC,3477.139892578125,0.879353312061526,,
,,,,,,,United States,2020-10-12,^GSPC,3534.219970703125,1.641581296364758,,
,,,,,,,United States,2020-10-13,^GSPC,3511.929931640625,-0.6306918994084421,,
,,,,,,,United States,2020-10-14,^GSPC,3488.669921875,-0.6623141753502759,,
,,,,,,,United States,2020-10-15,^GSPC,3483.340087890625,-0.15277553060997207,,
,,,,,,,United States,2020-10-16,^GSPC,3483.81005859375,0.013491955745537076,,
,,,,,,,United States,2020-10-19,^GSPC,3426.919921875,-1.6329861778318078,,
,,,,,,,United States,2020-10-20,^GSPC,3443.1201171875,0.4727334073110212,,
,,,,,,,United States,2020-10-21,^GSPC,3435.56005859375,-0.21956999281005363,,
,,,,,,,United States,2020-10-22,^GSPC,3453.489990234375,0.5218925396392127,,
,,,,,,,United States,2020-10-23,^GSPC,3465.389892578125,0.3445761353703114,,
,,,,,,,United States,2020-10-26,^GSPC,3400.969970703125,-1.8589516294535646,,
,,,,,,,United States,2020-10-27,^GSPC,3390.679931640625,-0.30256189119989285,,
,,,,,,,United States,2020-10-28,^GSPC,3271.030029296875,-3.5287878760604796,,
,,,,,,,United States,2020-10-29,^GSPC,3310.110107421875,1.1947330894238384,,
,,,,,,,United States,2020-10-30,^GSPC,3269.9599609375,-1.2129550130175693,,
,,,,,,,United States,2020-11-02,^GSPC,3310.239990234375,1.231820260127181,,
,,,,,,,United States,2020-11-03,^GSPC,3369.159912109375,1.779929009643455,,
,,,,,,,United States,2020-11-04,^GSPC,3443.43994140625,2.204704770168342,,
,,,,,,,United States,2020-11-05,^GSPC,3510.449951171875,1.9460194138962938,,
,,,,,,,United States,2020-11-06,^GSPC,3509.43994140625,-0.028771518741854685,,
,,,,,,,United States,2020-11-09,^GSPC,3550.5,1.169988923568721,,
,,,,,,,United States,2020-11-10,^GSPC,3545.530029296875,-0.13997945931910616,,
,,,,,,,United States,2020-11-11,^GSPC,3572.659912109375,0.7651855318760337,,
,,,,,,,United States,2020-11-12,^GSPC,3537.010009765625,-0.9978532303877019,,
,,,,,,,United States,2020-11-13,^GSPC,3585.14990234375,1.3610335409063534,,
,,,,,,,United States,2020-11-16,^GSPC,3626.909912109375,1.1648051240012336,,
,,,,,,,United States,2020-11-17,^GSPC,3609.530029296875,-0.4791925698091615,,
,,,,,,,United States,2020-11-18,^GSPC,3567.7900390625,-1.1563829610944043,,
,,,,,,,United States,2020-11-19,^GSPC,3581.8701171875,0.3946442467421596,,
,,,,,,,United States,2020-11-20,^GSPC,3557.5400390625,-0.6792562915180156,,
,,,,,,,United States,2020-11-23,^GSPC,3577.590087890625,0.5635930617216234,,
,,,,,,,United States,2020-11-24,^GSPC,3635.409912109375,1.6161668273416252,,
,,,,,,,United States,2020-11-25,^GSPC,3629.64990234375,-0.1584418237524976,,
